Headline,Source,Date,Word Count,Text,Company,Industry,IPO Period,Day of Week,Source Tier,Sentiment,List Price,Market Price,Difference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPO stands for É??it's probably overpriced'; One big lesson from Facebook: Don't buy new stocks,MarketWatch,5/23/2012,1071,"BOSTON (MarketWatch)É??In the past few days, thanks to the initial public offering of Facebook, investors have learned what the letters IPO really stand for: É??It's probably overpriced.É?ù",Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook order canceled? Not so fast; Delays, glitches marring IPO lead to retail-investor headaches",MarketWatch,5/23/2012,1265,"SAN FRANCISCO (MarketWatch) É?? In years past, the biggest complaint among retail investors about the IPO process was a lack of access to these hot offerings. When it comes to Facebook, Inc.'s rough start, the loudest howls are coming from ...",Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook's IPO Faces Scrutiny,MediaPost.com,5/23/2012,445,"Business fundamentals aside, Web watchers are now wondering whether Facebook can recover from its flubbed IPO. Facebook, its underwriters, including Morgan Stanley, and founder Mark Zuckerberg, are facing multiple lawsuits alleging that the ...",Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State official subpoenas Morgan Stanley over Facebook IPO,Metro - Boston,5/23/2012,188,A state official issued a subpoena to an investment bank in an effort to investigate its handling of Facebook's initial public offering last week.,Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senate Banking panel reviewing Facebook IPO issues (UPDATE) Senate Banking panel reviewing Facebook IPO issues (UPDATE) Senate Banking panel reviewing Facebook IPO issues (UPDATE),Metro - Boston,5/23/2012,384,"The U.S. Senate Banking Committee is reviewing ""issues raised in the news"" regarding Facebook's botched initial public offering, a Democratic Senate Banking aide said on Wednesday.",Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senate Banking panel reviewing Facebook IPO issues (UPDATE),Metro - New York,5/23/2012,384,,Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senate Banking panel reviewing Facebook IPO issues (UPDATE),Metro - Philadelphia,5/23/2012,384,,Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasdaq: Facebook IPO should have been delayed,Nashville Business Journal Online,5/23/2012,200,A high-ranking Nasdaq official reportedly said Tuesday that the exchange wouldn't have gone forward with Facebook Inc.'s public offering had it known in advance of the technical problems it faced.,Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Today's e-Reads: What Went Wrong With Facebook's IPO?,National Journal,5/23/2012,196,"The Wall Street Journal analyzes what went wrong with Facebook's initial public offering. As its stock price continues to fall, one analyst says Facebook's stock may only be worth $10 a share, according to Reuters.?ˇ Meanwhile, at least one ...",Facebook,Technology,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Senate, House Committees Eye Facebook IPO Flap",National Journal,5/23/2012,373,"The Senate Banking and House Financial Services committees on Wednesday both announced probes into how Facebook and bank analysts handled the social network's initial public offering.""The Financial Services Committee is gathering ...",Facebook,Technology,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Senate, House Committees Eye Facebook IPO Flap Senate, House Committees Eye Facebook IPO Flap",National Journal,5/23/2012,375,The Senate Banking and House Financial Services committees on Wednesday announced probes into the way Facebook and bank analysts handled the social network's initial public offering.,Facebook,Technology,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Senate, House Committees Eye Facebook IPO Flap",National Journal,5/23/2012,373,,Facebook,Technology,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feds scrutinize Facebook's IPO,New York Daily News,5/23/2012,120,,Facebook,Technology,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feds scrutinize Facebook's IPO Feds scrutinize Facebook's IPO,New York Daily News,5/23/2012,89,FORGET INVESTORS. Now it's government regulators who aren't liking Facebook much. The social media site - which tumbled 9% to $31 on Tuesday after slumping below its $38 IPO price the day before - is facing scrutiny over its fizzled initial ...,Facebook,Technology,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investors Question Fairness Of Facebook IPO,NPR,5/23/2012,520,"AUDIE CORNISH: From NPR News, this is ALL THINGS CONSIDERED. I'm Audie Cornish. ROBERT SIEGEL: And I'm Robert Siegel. Today, Facebook shares made up a little of the ground they've lost since the company's troubled stock offering last week. ...",Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook, underwriters sued for alleged unfair IPO disclosures Facebook lawsuit alleges unfair IPO disclosures: Report",Orlando Business Journal Online,5/23/2012,172,"In the latest Facebook IPO-related lawsuit, shareholders are suing the company and banks with a hand in its initial public offering, saying they ""hid Facebook's weakened growth forecasts,"" Reuters reports.",Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook investors boo revelation of IPO details Suspicion that big clients got info shows 'conflicts',Orlando Sentinel,5/23/2012,348,NEW YORK -- Investors expressed disappointment and shock Tuesday after learning that an analyst at lead underwriter Morgan Stanley cut his Facebook revenue forecasts in the days before the company's initial public offering -- information ...,Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook lawsuit alleges unfair IPO disclosures: Report,Philadelphia Business Journal Online,5/23/2012,172,,Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook, Morgan Stanley sued over IPO",Phoenix Business Journal Online,5/23/2012,121,Facebook and lead underwriter Morgan Stanley were sued on Wednesday by company shareholders who allege information was hidden about the social media company's expected revenue prior to its initial public offering last week.,Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGULATORS PROBE BANK'S ROLE IN FACEBOOK IPO SUBPOENA HAS BEEN ISSUED TO MORGAN STANLEY,Pittsburgh Post-Gazette,5/23/2012,540,"WASHINGTON -- Regulators are examining whether Morgan Stanley, the investment bank that shepherded Facebook through its highly publicized stock offering last week, selectively informed clients of an analyst's negative report about the ...",Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NASDAQ says tech issues should have delayed Facebook IPO,Portland Business Journal Online,5/23/2012,104,A high-ranking Nasdaq official reportedly said Tuesday that the exchange wouldn't have gone forward with Facebook Inc.'s public offering had it known in advance of the technical problems it faced.,Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hagens Berman Investigates Facebook Underwriter Revenue Selective Disclosure Ahead of IPO, Notifies Investors of Class Action",PR Newswire,5/23/2012,465,"SAN FRANCISCO, May 23, 2012 /PRNewswire/ -- Hagens Berman Sobol Shapiro LLP, a national investor-rights law firm, today announced it is investigating Facebook, Inc. (NASDAQ: FB) (""Facebook"") and its underwriters for possible violations of ...",Facebook,Technology,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook rises as IPO lawsuits, inquiries mount Facebook rises as IPO lawsuits, inquiries mount",Puget Sound Business Journal Online,5/23/2012,396,"Facebook Inc. stock showed signs that it might pull out of its debut dive Wednesday, but questions about the initial public offering look like they will stick around.",Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lieff Cabraser Announces Facebook Inc's IPO Securities Class Action Lawsuit,Reuters,5/23/2012,76,"Date Announced: 20120523 The law firm of Lieff Cabraser Heimann & Bernstein, LLP announced that a class action lawsuit has been brought on behalf of all persons and entities who purchased the securities of Facebook, Inc. pursuant and/or ...",Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook, underwriters sued over IPO",San Antonio Business Journal Online,5/23/2012,140,"Facebook Inc. and the lead underwriters of the company's initial public offering were sued on Wednesday in federal district court in New York,  MarketWatch reported on Wednesday.",Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO concerns grow,San Francisco Business Times Online,5/23/2012,128,"Investors and regulators continue to raise concerns over Facebook Inc.'s initial public offering after company shares fell a second day in a row, Bloomberg reports.",Facebook,Technology,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawsuits pile up over Facebook IPO,San Francisco Business Times Online,5/23/2012,173,"Lawsuits piled up Wednesday against Facebook Inc., its underwriters and the Nasdaq exchange in the fallout from the social network's messy $16 billion initial stock offering Friday, and Agence France Presse has a roundup .",Facebook,Technology,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FACEBOOK LOSING VALUE, AND FACE, AS SHARES PLUNGE AFTER IPO FIASCO",San Jose Mercury News,5/23/2012,824,"The biggest and most hyped IPO in tech history is beginning to look like the most troubled. As Facebook's stumbling stock on Tuesday continued to disappoint and even anger investors for the third straight day, critics blasted the company and ...",Facebook,Technology,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook climbs as IPO lawsuits, inquiries mount",Silicon Valley/San Jose Business Journal,5/23/2012,158,"Facebook stock showed signs that it might pull out of its debut dive, but questions about the initial public offering look like they will stick around.",Facebook,Technology,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook rises as IPO lawsuits, inquiries mount",Silicon Valley/San Jose Business Journal,5/23/2012,384,,Facebook,Technology,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO Lesson: Don't Buy New Stocks; Jaffe: IPO stands for 'it's probably overpriced.',SmartMoney.com,5/23/2012,1011,"In the past few days, thanks to the initial public offering of Facebook, investors have learned what the letters IPO really stand for: ""It's probably overpriced.""",Facebook,Technology,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO Leaves Everyone Shamed; Weidner: Facebook is nothing but embarrassment.,SmartMoney.com,5/23/2012,708,"Well, that was embarrassing. What is it about Facebook Inc.? The company and its products keep making fools of us. As consumers, Facebook encourages us to overshare our lives, even though we know we'll live to regret it. As investors we are ...",Facebook,Technology,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO Leaves Everyone Shamed,SmartMoney.com,5/23/2012,11,Facebook IPO Leaves Everyone Shamed,Facebook,Technology,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook stock: Once hot IPO now a tale of lawsuits, glitches, and overreach (+video)",The Christian Science Monitor,5/23/2012,864,"Facebook stock is trading well below its initial offering price. The IPO is being viewed as a debacle for the firm and its investment backers, and the lawsuits have already begun.",Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frustration with Wall Street grows with fumbled Facebook IPO, JPMorgan loss",The Commercial Appeal,5/23/2012,626,"NEW YORK É?? Almost four years after the financial crisis, Wall Street still can't get it right. Investor anger mounted Wednesday over the initial public offering of Facebook stock last week, which was fumbled by the banks that managed the ...",Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regulators probe bank's role in Facebook IPO,The Dalles Chronicle,5/23/2012,381,"WASHINGTON - Regulator s are examining whether Morgan Stanley, the investment bank that she phe rded Fa c ebo ok through its highly publicized stock offering last week, selectively informed clients of an analyst's negative report about the ...",Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facebook, Zuckerberg, banks sued over IPO",The Oakland Tribune,5/23/2012,756,"and Morgan Stanley , the lead underwriter of social networking company's IPO, were sued by shareholders who claimed the defendants hid Facebook's weakened growth forecasts ahead of its $16 billion initial public offering.",Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook shares rise amid continuing IPO turmoil,The Oakland Tribune,5/23/2012,902,endured the fury of investors Wednesday as multiple lawsuits were filed alleging that the Menlo Park social network giant and its bankers failed to make adequate financial disclosures in advance of its IPO -- even as its shares traded ...,Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook's IPO trouble highlights delicate process,The Virginian-Pilot,5/23/2012,560,"By Evelyn M. Rusli and Michael J. De La Merced The New York Times Just days before Facebook went public, some big investors grew nervous about the company's prospects.",Facebook,Technology,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morgan Stanley, Other Underwriters Make $100M Profit On Facebook IPO: Sources",The Wall Street Journal,5/23/2012,221,"Morgan Stanley (MS) and other underwriters have made a profit of about $100 million stabilizing Facebook Inc. (FB) stock since trading began on Friday, people familiar with the matter said.",Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morgan Stanley, Other Underwriters Make $100M Profit On Facebook IPO -Sources",The Wall Street Journal,5/23/2012,450,,Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO Lawsuit,The Wall Street Journal,5/23/2012,34,"Some Facebook investors filed a civil lawsuit on May 23, alleging the company and its underwriters failed to properly disclose changes to analysts' forecasts ahead of the initial public offering.",Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start-Ups Look Beyond Facebook IPO Snafu,The Wall Street Journal,5/23/2012,574,"SAN FRANCISCOÉ??Facebook Inc.'s slipshod initial public offering has raised questions about how the fallout might affect Silicon Valley's start-up boom. So far, Antti Ylimutka isn't feeling the effects.",Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Workers Shrug Off IPO,The Wall Street Journal,5/23/2012,737,"While Wall Street moved into crisis mode over Facebook Inc.'s fumbled initial public offering, employees at the company's Silicon Valley headquarters had an entirely different response: a shrug.",Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morgan Stanley, Other Underwriters Make $100 Million Profit on Facebook IPO",The Wall Street Journal,5/23/2012,261,,Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasdaq: Delaying Facebook IPO Would've Been Better,The Wall Street Journal,5/23/2012,202,(This story has been posted on The Wall Street Journal Online's Market Beat blog at http://blogs.wsj.com/marketbeat.) By Paul Vigna Nasdaq made a frank and surprising admission yesterday: the exchange operator said that if it had known it ...,Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dealpolitik: Facebook Revelation Could Lead to IPO Rule Overhaul,The Wall Street Journal,5/23/2012,995,Since Facebook's IPO launch on Friday there have been countless criticisms of the mechanical failures of Nasdaq and the ...,Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook's Bungled IPO Could Reignite Exchanges' Rivalry,The Wall Street Journal,5/23/2012,496,(This story has been posted on The Wall Street Journal Online's Market Beat blog at http://blogs.wsj.com/marketbeat.) By Steven Russolillo Facebook's botched IPO and tumultuous aftermath could potentially get much worse for Nasdaq.,Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook IPO Aftermath: Analysts Not So Hot On Nasdaq,The Wall Street Journal,5/23/2012,409,"(This story has been posted on The Wall Street Journal Online's Market Beat blog at http://blogs.wsj.com/marketbeat.) By Alexandra Scaggs Analysts are cutting their ratings on Nadsaq after drama surrounding the Facebook IPO, and putting their ...",Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook forecast was changed ahead of IPO,The Washington Post,5/23/2012,494,"In the run-up to Facebook's $16 billion IPO, lead underwriter Morgan Stanley unexpectedly delivered some negative news to top clients: The bank's consumer Internet analyst, Scott Devitt, was reducing his revenue forecasts for the company.",Facebook,Technology,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
