,Headline,Source,Date,Word Count,Text,Company,Industry,IPO Period,Day of Week,Source Tier,neutral,weakneg,weakpos,strongpos,strongneg
3514,Groupon seeks to raise USD750m in IPO,Internet Business News,6/3/2011,154,Groupon on Thursday filed for an initial public offering (IPO)  looking to raise USD750m (EUR 518m) amid strong demand for Internet companies  the Financial Times reports.,Groupon,Retail,1,6,4,2,0,2,0,0
3515,-Groupon updates IPO filing  appoints 14 underwriters,Internet Business News,7/15/2011,249,,Groupon,Retail,1,6,4,0,0,0,0,0
3516,Groupon revises accounting metric in IPO filing,Internet Business News,8/11/2011,185,Groupon has scrapped a contentious accounting gauge in its reformed initial public offering (IPO) prospectus and posted hefty revenue growth and wider losses for the second quarter of the year  the Financial Times said.,Groupon,Retail,1,5,4,2,0,0,1,3
3517,Groupon  Zynga put off IPO Plans on market concerns,Internet Business News,9/7/2011,175,Groupon and Zynga  whose planned initial public offerings are highly anticipated  have put off floatation plans amid concerns over market volatility  the Financial Times reported.,Groupon,Retail,1,4,4,0,0,0,0,5
3518,Groupon to axe planned IPO valuation,Internet Business News,10/20/2011,161,Groupon  the group discount website  has cut its planned market valuation by 50% to below USD12bn (EUR8.7bn) in its future initial public offering (IPO)  the Financial Times quoted people close to the company as saying.,Groupon,Retail,1,5,4,0,2,0,0,0
3519,Groupon prices IPO at USD20 per share,Internet Business News,11/4/2011,179,Online daily deals company Groupon Inc (NASDAQ:GRPN) has priced its initial public offering (IPO) of 35m shares of Class A common stock at USD20 per share  the company said late Thursday.,Groupon,Retail,2,6,4,0,0,0,1,0
3520,Merrill; US IPO Outlook Survey: So Far 2011 Stronger than 2010  but Second Half of the Year May Depend on Success of Facebook(R) and Groupon(R) Offerings,Investment Weekly News,7/30/2011,707,The U.S. IPO market in 2011 has been stronger so far than it was in 2010  but it may be losing momentum entering the second half of the year  according to a new Merrill DataSite(R) survey.,Groupon,Retail,1,7,2,4,0,1,2,1
3521,Deals Site Groupon Slates IPO,Investor's Business Daily,6/6/2011,70,Online daily deals leader Groupon filed for an initial public offering  possibly in H2  that could raise up to $1 bil. Business networking site LinkedIn (LNKD) opened a floodgate on Web offerings with its May 19 IPO. Groupon's Q1 ...,Groupon,Retail,1,2,1,4,0,0,2,0
3522,Groupon Halts IPO Amid SEC,Investor's Business Daily,9/7/2011,89,The daily deals site will delay the final phase of its pre-IPO efforts by at least a few weeks  sources said  amid ongoing SEC questions about its financials  slowing Groupon growth and a weak stock market. Zynga  creator of online ...,Groupon,Retail,1,4,1,0,1,0,1,2
3523,Is Groupon IPO This Decade's Webvan?,Investor's Business Daily,9/23/2011,751,Groupon CEO Andrew Mason doesn't mind standing out in a crowd. When the daily deals website in June filed its S-1 regulatory form for a $750 million initial public offering  Mason included a whimsical introductory letter.,Groupon,Retail,1,6,1,0,2,2,2,0
3524,Reduced Groupon IPO Expected Nov. 4,Investor's Business Daily,10/21/2011,228,The online coupon seller Groupon  the year's most talked about initial public offering  could begin trading on Nov. 4 under the ticker GRPN.,Groupon,Retail,1,6,1,3,0,0,0,0
3525,Smaller Groupon IPO Nears,Investor's Business Daily,10/24/2011,90,The daily deals website hopes to raise up to $540 mil in one of 2011's most anticipated IPOs. Analysts say it could begin trading Nov. 4. The 16-18 expected share range values Groupon at $10.1 bil to $11.4 bil  far less than the ...,Groupon,Retail,1,2,1,3,0,2,3,0
3526,Groupon IPO Priced At $20  35 Mil Shares Offered - Report,Investor's Business Daily,11/3/2011,425,Groupon (GRPN) sold 35 million shares for $20 each  AllThingsD said  in one of the most anticipated IPOs of the year  but it comes amid frenzied competition and a volatile stock market.,Groupon,Retail,1,5,1,1,0,0,0,3
3527,Groupon IPO Soars 55%; Zynga In Wings,Investor's Business Daily,11/4/2011,293,Groupon (GRPN)  at least for now  survived an army of critics to launch one the most successful initial public offerings since Google. Shares of the daily deals website rose 31% to 26.11  closing near session lows after spiking nearly 56% to ...,Groupon,Retail,2,6,1,1,1,1,3,2
3528,Groupon Seals The Deal With IPO Stock Up 31% First Day May spark IPO market  but daily deal site still faces many rivals  critics,Investor's Business Daily,11/7/2011,774,Groupon (GRPN) survived an army of critics and gave a burst of oxygen to the market for initial public offerings with a solid debut Friday. Shares of the daily deals coupon site opened up 55% from its offering price of $20 per share  topping ...,Groupon,Retail,2,2,1,2,1,3,2,4
3529,Security Firm Imperva Follows Groupon With Hot IPO,Investor's Business Daily,11/9/2011,333,Data-security company Imperva enjoyed a strong opening Wednesday  defying a terrible market. Imperva (IMPV) priced at $18  above its expected range of $14 to $16  and was trading near 25 in midday trading  up 37%. It was an impressive ...,Groupon,Retail,2,4,1,2,0,3,4,4
3530,Data Security Firm Imperva's IPO Pops 33% More Techs Lining Up Groupon's solid debut seems to have helped open the IPO floodgates,Investor's Business Daily,11/10/2011,857,Data security company Imperva enjoyed a strong opening as a publicly traded company  defying a terrible market. Imperva (IMPV) priced its 5 million shares at 18  above its expected range of 14 to 16  and eventually closed Wednesday up 38% at ...,Groupon,Retail,2,5,1,4,0,8,2,4
3531,Movie Special Effects House Digital Domain Gets No Bang From IPO Stock Dives 16% In Its Debut The latest company to ride coattails of Groupon is  like that firm  money loser,Investor's Business Daily,11/21/2011,578,Hollywood visual effects house Digital Domain (DDMG) rode a recent surge in initial public offerings to debut on Friday  but its long-planned IPO proved a B-movie dud.,Groupon,Retail,2,2,1,4,0,1,1,2
3532,Groupon Closes Down 15.5%  Lands Below $20 IPO Opening Price On Nov. 4,Investor's Business Daily,11/23/2011,178,Groupon (GRPN) shares fell 15.5% Wednesday to 16.96  more than $3 below its initial trading price of $20. Wednesday marked the third day of free fall for shares in the daily deals site  which went public on Nov. 3. The company had raised ...,Groupon,Retail,2,4,1,0,2,0,3,1
3533,Yelp's IPO Questioned; Rivals Slump Has Window Closed? Groupon  Angie's List popped  but now lack of profits hurting shares,Investor's Business Daily,11/28/2011,887,Yelp this month became the latest big-name social media firm to file for an IPO â and the latest such filer to have yet to record a profit. Yelp  though  might want to reconsider what analysts view as an IPO rush job by some tech startups  ...,Groupon,Retail,2,2,1,10,2,2,2,3
3534,Groupon's $540 million loss may leave investors leery of IPO,Kane County Chronicle,6/4/2011,794,Groupon's $540.2 million in operating losses since 2008 may leave some investors leery of buying shares in a company with a business model so easy to copy that it has spawned 482 imitators.,Groupon,Retail,1,7,4,2,0,0,2,6
3535,Groupon files for IPO,Lake County News-Sun,6/3/2011,207,Fast-growing daily deal site Groupon Inc. on Thursday filed to go public  the first step what will be one of the year's most hotly anticipated initial public offerings.,Groupon,Retail,1,6,4,1,0,2,1,0
3536,Groupon files for an IPO; The online daily deals firm says it's pursuing a public offering of up to $750 million.,Los Angeles Times,6/3/2011,653,Many investors probably did a double take when they got their first public peek at Groupon Inc.'s finances. The Chicago-based daily deals company  which filed Thursday to go public  reported in its prospectus that it generated $645 ...,Groupon,Retail,1,6,1,2,0,0,2,0
3537,Groupon scales back its IPO,Los Angeles Times,10/22/2011,243,CHICAGO Groupon Inc. is seeking to raise between $480 million and $540 million in its initial public offering  scaling back its original plans to raise $750 million or more.,Groupon,Retail,1,7,1,0,0,0,2,0
3538,Groupon IPO set at $20,Los Angeles Times,11/4/2011,273,Investors apparently think Groupon Inc. is a deal. The online-coupon site priced its initial public offering at $20 a share  exceeding the initially projected range of $16 to $18  as demand materialized despite lingering concerns about ...,Groupon,Retail,2,6,1,4,2,0,2,2
3539,INTERNET; Groupon shares up 31% in first day; The $700-million IPO is the largest debut for a Web company since Google's in 2004.,Los Angeles Times,11/5/2011,709,Groupon Inc.'s first day of trading had all the hallmarks of the dot-com boom  including a big stock jump for an unprofitable company. Shares of the daily-deals website rocketed 31% after its listing on the Nasdaq Stock Market  which ...,Groupon,Retail,2,7,1,2,0,0,1,2
3540,Groupon files for IPO,M2 EquityBites,6/3/2011,103,Local e-commerce marketplace company Groupon reported on Thursday that it has filed a registration statement on Form S-1 with the US Securities and Exchange Commission for a proposed initial public offering (IPO) of its Class A common ...,Groupon,Retail,1,6,4,0,0,0,0,0
3541,M Stanley  Goldman  C Suisse to manage Groupon IPO,M2 EquityBites,6/3/2011,132,Morgan Stanley (NYSE:MS)  Goldman Sachs (NYSE:GS) and Credit Suisse Securities USA will act as joint book-runners of the proposed initial public offering (IPO) of Groupon  the US consumer Internet company said in a regulatory ...,Groupon,Retail,1,6,4,0,0,0,0,0
3542,US Groupon contacts six more banks to help with IPO,M2 EquityBites,6/10/2011,130,US consumer Internet company Groupon has reportedly approached another six banks to help it with its planned USD750m (EUR519m) listing after hiring Morgan Stanley (NYSE:MS)  Goldman Sachs (NYSE:GS) and Credit Suisse (VTX) ...,Groupon,Retail,1,6,4,0,0,2,0,0
3543,Groupon updates IPO filing  names 14 underwriters -Groupon updates IPO filing  appoints 14 underwriters,M2 EquityBites,7/15/2011,249,US consumer Internet firm Groupon has increased the number of underwriters of its proposed initial public offering (IPO) to 14 from three  Reuters said Thursday citing the company's updated regulatory filing.,Groupon,Retail,1,6,4,2,0,0,0,0
3544,Obscene Jeans; OBJE: Groupon Showcases Social Media Market Potential with Blockbuster IPO,Marketing Weekly News,11/26/2011,395,With its blockbuster IPO on Friday  Groupon  Inc.  clearly illustrated the meteoric rise of the social media market as well as its massive potential for future growth  said Obscene Jeans (OTCBB: OBJE) CEO ...,Groupon,Retail,2,7,4,2,0,4,1,2
3545,Groupon files for $750 million IPO; Daily-deals site swung to loss in first quarter  as revenue surged,MarketWatch,6/2/2011,591,SAN FRANCISCO (MarketWatch) â Groupon Inc. filed Thursday for a widely anticipated initial public offering in which the daily-deals service said it expects to raise as much as $750 million.,Groupon,Retail,1,5,1,2,0,0,0,1
3546,Groupon IPO may go for full price; Commentary: Rush to IPO has risky feel for online discounter,MarketWatch,6/2/2011,293,NEW YORK (MarketWatch) â If you thought LinkedIn was a stretch  wait until you see Groupon. The company which offers online discounts for local businesses filed an eagerly anticipated S-1 on Thursday  the first step in its bid to tap the ...,Groupon,Retail,1,5,1,6,2,0,1,0
3547,Groupon's deal of the day: IPO; Commentary: Major expenses push company into losses,MarketWatch,6/2/2011,469,RANCHO PALOS VERDES  Calif. (MarketWatch) â Groupon Inc.'s much-anticipated initial public offering was finally filed Thursday afternoon  and to the dismay of some investors  the pioneer of daily Internet deals may not be such a deal.,Groupon,Retail,1,5,1,4,0,0,3,3
3548,Groupon files for $750 million IPO,MarketWatch,6/2/2011,240,MARKETWATCH FRONT PAGE As widely expected  Chicago-based company devoted to daily deals makes plan to go public official  having rebuffed an overture from Google last year.,Groupon,Retail,1,5,1,0,0,2,2,2
3549,How to invest in the social-networking IPO boom; What to know about Groupon  Twitter and Wall Street's next tech craze,MarketWatch,6/3/2011,1264,SAN FRANCISCO (MarketWatch) â Call it a wave or a bubble  or something else entirely  there is no question that initial public offerings of social-networking companies have taken hold of the minds â and wallets â of investors looking to get ...,Groupon,Retail,1,6,1,7,0,0,1,1
3550,Groupon's financials stir up big debate; Commentary: Daily-deal pioneer's IPO might not be such a deal,MarketWatch,6/7/2011,1020,An earlier version of this column misspelled Jeffrey Bussgang's name and has been corrected. SAN FRANCISCO (MarketWatch) â Groupon Inc.'s filing for its IPO late last week has sparked a big debate in Silicon Valley and elsewhere over whether ...,Groupon,Retail,1,3,1,11,0,0,3,0
3551,Why Groupon's IPO is no deal; Commentary: I'd want more than 50% off to buy into this sucker,MarketWatch,6/8/2011,1209,Like most of you  I have a close  personal relationship with Groupon. I signed up with the online coupon company sometime last year to get a cheap deal on a local restaurant. It was a place we'd never heard of. When we ...,Groupon,Retail,1,4,1,3,2,0,4,1
3552,Why Groupon should postpone its IPO; Commentary: Social bargain hunting site overstating its revenue,MarketWatch,6/10/2011,842,NEW YORK (MarketWatch) â When a merchant sells something on a marketplace like eBay  after a customer has paid for the item the merchant keeps a percentage of the sale  and eBay keeps a percentage of the sale.,Groupon,Retail,1,6,1,2,0,1,0,2
3553,How fast can Groupon get its IPO out the door? Experts say offering unlikely to be ready before late summer  or fall,MarketWatch,6/16/2011,1198,SAN FRANCISCO (MarketWatch) â In the days since Groupon Inc. filed papers for an initial public offering of its shares  pundits and analysts have pored over the daily online deals provider's financial numbers â and raised serious questions ...,Groupon,Retail,1,5,1,0,6,4,1,0
3554,Groupon and its coupon-expiration problem; Commentary: Pioneer faces a black-eye or hurting its IPO hoopla,MarketWatch,7/26/2011,992,SAN FRANCISCO (MarketWatch) â Groupon  the hot pre-IPO daily deal pioneer  is under fire for the expirations on its popular Internet coupons.,Groupon,Retail,1,3,1,0,0,2,3,3
