,Text,Label,Label180
2922,"SAN FRANCISCO -- Signaling strong investor interest in its shares, Twitter increased the possible price of its initial public offering Monday, boosting the proposed price for its first batch of shares to as much as $25.",Positive,Negative
2923,"Twitter is widely expected Wednesday evening to set the price for shares in its initial public offering of stock. And while that might sound like a dry financial process, decisions by the microblogging service's leaders and investment ...",Positive,Negative
2924,"Today: Silicon Valley cloud security company Barracuda Networks raises more than $74 million in initial public offering and rises in Wall Street debut, finding success running the same path Twitter will follow 24 hours later. Also: Tesla ...",Positive,Negative
2925,Select local online commentary jn the run-up to this week's San Francisco-based social media giant's expected marketplace debut. Click here if viewing on a mobile device,Positive,Negative
2926,"SAN FRANCISCO -- Twitter began the road to its much-anticipated IPO pledging not to follow in Facebook's footsteps. Now, as it nears the end of what has been a remarkably rapid and glitch-free process, the microblogging service will find ...",Positive,Negative
2927,"SAN FRANCISCO -- Twitter's initial public offering rose in price throughout the company's march toward Wall Street, but investors were prepared to pay much more Thursday.",Positive,Negative
2928,"Today: Santa Clara University professor says Twitter will likely look at acquisitions, secondary offering after its IPO leads to a booming stock price. Also: Tesla falls after another Model S fire, SolarCity suffers after earnings report.",Positive,Negative
2929,"How you view Wall Street's stunning Thursday welcome for Twitter -- the second-largest tech IPO of all time, in terms of dollars raised -- depends on which lens you use.",Positive,Negative
2930,"If you're thinking of buying a home in the Bay Area, better move quick: More than 1,600 new millionaires are walking around today thanks to Twitter's initial public offering of stock.",Positive,Negative
2931,"With this week's eye-popping initial stock offering, Twitter may have turned around the Facebook IPO curse. That's good news for online clothing retailer Zulily and textbook-provider Chegg, which have already announced plans to sell shares ...",Positive,Negative
2932,"SANTA CLARA -- Chegg, a Silicon Valley startup focused on higher education, earned a solid grade from investors Tuesday, selling its first batch of shares for more than it expected and raking in nearly $200 million.",Positive,Negative
2933,"SAN FRANCISCO -- In case you haven't noticed, Silicon Valley has been pulling up some of its roots and moving north. With a now publicly traded Twitter as the brash emcee, San Francisco is gradually stealing some of the spotlight from the ...",Positive,Negative
2934,"SAN FRANCISCO -- Twitter shares hit a new high Tuesday, leading the way on a day of big gains for Internet stocks, as the microblogging service climbed to roughly twice the price the company set for its initial public offering last month.",Positive,Negative
2936,"SAN FRANCISCO -- Tweet this: Investors have high expectations for ads on Twitter, which will issue its first quarterly earnings report on Wednesday after a successful Wall Street debut in November.",Positive,Negative
2937,"SAN FRANCISCO -- Twitter's high-flying stock came crashing back to earth Thursday, plummeting more than 24 percent after the social network's first earnings report as a public company revealed lingering problems trying to expand its user ...",Positive,Negative
2938,"Twitter's public stock offering raised $1.8 billion and valued the company at $18 billion, based on the deal price of $26 per share. The stock price will change again Thursday when it begins trading on the New York Stock Exchange under its ...",Positive,Negative
2939,"The New York Stock Exchange says its test run of Twitter's initial public offering on Saturday was a success, as the exchange takes pains to avoid the technical problems that marred Facebook's debut.",Positive,Negative
2940,"As Wall Street prepares for Twitter to make its initial public offering Thursday, the House Ethics Committee would like to take this ""opportunity"" to remind members ...",Positive,Negative
2941,Two senior senators say the initial public offering slated to bring Twitter some $2 billion demonstrates the need to change the tax directions governing ...,Positive,Negative
2942,"Rizvi Traverse Management LLC, an investment company with a high profile in Los Angeles and nearly none in its hometown of Birmingham, will be one of the largest beneficiaries of the upcoming initial public offering for Twitter Inc., with a ...",Positive,Negative
2943,"Twitter, a privately held company built on blurbs, has finally laid itself bare in documents that read more like a treatise than a tweet. The roughly 800-page filing Twitter Inc. released late Thursday on its way to an eagerly anticipated ...",Positive,Negative
2944,"Twitter, the short messaging service named after chirping birds, is finally ready to migrate to Wall Street. Fittingly enough, the San Francisco-based company resorted to a tweet to titillate its more than 200 million users and a flock of ...",Positive,Negative
2945,Twitter has unsealed the documents for its planned initial public offering of stock and says it hopes to raise up to $1 billion in one of the year's most eagerly awaited stock market debuts. The documents revealed for the fi rst time how ...,Positive,Negative
2946,"Two financial firms sued Twitter yesterday, saying it supported their own world tour to sell its shares last year, only to disallow the sales in a ruse aimed at boosting the company's valuation above $10 billion for an initial public ...",Positive,Negative
2948,"Shares of San Francisco-based Twitter went on sale to the public for the fi rst time yesterday, instantly leaping 73% above their offering price in a dazzling debut that exceeded even Wall Street's lofty hopes.",Positive,Negative
2952,"Celebrity chef Mario Batali landed on a new promotional platform last week, one that was regulatory rather than razzle-dazzle: the opening pages of Twitter's 234-page document on its initial public offering.",Positive,Negative
2954,Gone almost unnoticed with all the hand-wringing over the debt ceiling issue has been the resurgence in the number of companies going public.,Positive,Negative
2955,NEW YORK â€” Twitter has set a price range of $17 to $20 per share for its initial public offering and says it could raise as much as $1.6 billion in the process. The pricing is relatively conservative considering that Twitter is poised to ...,Positive,Negative
2956,"IPO fever is back. Five years after the financial crisis dampened enthusiasm for initial public offerings, investors are again eager to buy shares when companies start trading. Twitter is the star this week, but the number of offerings shows ...",Positive,Negative
